"Age","Vehicle_Use","Severity","Claim_Count","Car_Model","Group","Exposure"
"A","DriveLong",239.973008690164,23.1437228782685,"Toyota RAV4","Small SUVs",5553.86881138947
"E","Business",257.993283300839,169.720738483174,"Hyundai Sonata","Midsize Cars",43786.8105655171
"C","DriveLong",291.12132936831,322.150687360461,"Ford Explorer","Midsize SUVs",93784.9363612921
"F","Pleasure",209.774216439536,238.952872011869,"Ford Explorer","Midsize SUVs",50126.1514922665
"B","Business",355.369516902271,44.797853625007,"Hyundai Sonata","Midsize Cars",15919.7916009774
"G","DriveLong",247.892941637284,512.558496349677,"Ford Explorer","Midsize SUVs",127059.633421305
"A","DriveLong",247.212906361479,22.8585951077635,"Toyota RAV4","Small SUVs",5650.93973193051
"E","Pleasure",155.944520992188,150.497256843967,"Mazda CX-9","Midsize SUVs",23469.2226291708
"A","DriveShort",278.436481554763,39.7231929549016,"Hyundai Sonata","Midsize Cars",11060.3860824838
"E","DriveLong",239.227381206791,373.948639743892,"Mazda CX-9","Midsize SUVs",89458.7537917729
"F","DriveLong",235.809502449254,706.816113585117,"Ford Explorer","Midsize SUVs",166673.956067622
"A","DriveLong",238.832274887354,23.3434000280802,"Toyota RAV4","Small SUVs",5575.15733231192
"E","DriveLong",235.115585981665,387.282370395691,"Mazda CX-9","Midsize SUVs",91056.121455951
"H","Pleasure",191.339024023712,255.625165869016,"Mazda CX-9","Midsize SUVs",48911.069753277
"G","Business",343.684469301324,162.905350164394,"Subaru Legacy","Midsize Cars",55988.0388175961
"H","DriveLong",264.075228177757,314.099434137158,"Ford Explorer","Midsize SUVs",82945.8797402745
"F","DriveLong",232.024670515785,708.238914388267,"Ford Explorer","Midsize SUVs",164328.900757395
"C","DriveShort",251.781554710789,344.262156102178,"Subaru Legacy","Midsize Cars",86678.8608914945
"E","Business",255.342815492351,168.470914751966,"Hyundai Sonata","Midsize Cars",43017.837701339
"F","Business",348.329333350286,304.85338695664,"Subaru Legacy","Midsize Cars",106189.377048183
"D","Pleasure",228.183748940398,121.296218169713,"Mazda CX-9","Midsize SUVs",27677.8257942576
"E","Pleasure",156.062197170648,147.466644670197,"Mazda CX-9","Midsize SUVs",23013.9685766142
"E","DriveShort",206.28073516886,483.572626063763,"Mazda CX-9","Midsize SUVs",99751.7168119695
"E","Business",254.233304650752,166.535453253961,"Hyundai Sonata","Midsize Cars",42338.8586222653
"D","DriveLong",298.559608553697,368.792167329427,"Ford Explorer","Midsize SUVs",110106.445115543
"G","DriveShort",204.177399706217,850.880004970822,"Mazda CX-9","Midsize SUVs",173730.466876955
"A","DriveShort",270.698689393803,39.9174973764457,"Hyundai Sonata","Midsize Cars",10805.6142236844
"A","DriveLong",248.474308258764,22.7019008113537,"Toyota RAV4","Small SUVs",5640.83910026018
"B","DriveShort",302.149052048936,173.689259344724,"Hyundai Sonata","Midsize Cars",52480.0450620899
"B","DriveShort",300.868534331718,167.736307847779,"Hyundai Sonata","Midsize Cars",50466.5770963751
"G","DriveLong",250.117208470084,498.993373515923,"Ford Explorer","Midsize SUVs",124806.829628872
"E","DriveShort",199.219447667258,470.076577896555,"Mazda CX-9","Midsize SUVs",93648.3962098665
"C","Pleasure",249.281630077383,142.210960840806,"Ford Explorer","Midsize SUVs",35450.580133267
"B","Pleasure",216.850328651013,62.0514940429595,"Mazda CX-9","Midsize SUVs",13455.8868765022
"D","DriveShort",231.093231057666,450.116597060859,"Mazda CX-9","Midsize SUVs",104018.898767476
"H","Business",349.949235169195,97.8902375712991,"Subaru Legacy","Midsize Cars",34256.6137686069
"E","DriveShort",196.714764656512,471.676024908572,"Mazda CX-9","Midsize SUVs",92785.638234009
"F","Pleasure",205.214947570315,248.142419608543,"Ford Explorer","Midsize SUVs",50922.5336299381
"E","DriveShort",202.868702201591,477.087831090577,"Mazda CX-9","Midsize SUVs",96786.1891295174
"A","DriveLong",243.636244990496,23.1245191524737,"Toyota RAV4","Small SUVs",5633.9710135195
"F","Pleasure",206.477535142936,249.568933361734,"Ford Explorer","Midsize SUVs",51530.3782087824
"A","Business",811.451489624379,5.11424084223108,"Rivian R1T","Large Pickups",4149.95834972625
"H","DriveLong",256.556934221183,307.634629656561,"Ford Explorer","Midsize SUVs",78925.7974449564
"E","Pleasure",151.293496540029,154.371285380877,"Mazda CX-9","Midsize SUVs",23355.3715306515
"H","Business",334.613259472073,95.5770003329962,"Subaru Legacy","Midsize Cars",31981.3316119873
"D","Business",359.059367951904,171.676340144256,"Hyundai Sonata","Midsize Cars",61641.9981844926
"C","Business",343.150657340365,127.199275609874,"Subaru Legacy","Midsize Cars",43648.5150387465
"F","DriveShort",200.87751978999,951.488375159912,"Mazda CX-9","Midsize SUVs",191132.624911131
"H","DriveLong",255.572936014255,314.280227709375,"Ford Explorer","Midsize SUVs",80321.5205269138
"E","DriveLong",242.460843695438,389.07877190751,"Mazda CX-9","Midsize SUVs",94336.3673006798
"H","Business",350.330346524267,96.8813480101526,"Subaru Legacy","Midsize Cars",33940.4762201348
"C","DriveLong",291.742749345425,316.72655097025,"Ford Explorer","Midsize SUVs",92402.6747707545
"H","Business",344.544219137657,96.1189820151776,"Subaru Legacy","Midsize Cars",33117.2396027259
"E","Pleasure",152.86687542012,150.276181675203,"Mazda CX-9","Midsize SUVs",22972.2503427545
"H","Business",336.921724287372,95.3226540595293,"Subaru Legacy","Midsize Cars",32116.2729693853
"C","DriveLong",302.844508987258,319.492709578061,"Ford Explorer","Midsize SUVs",96756.6127571766
"E","Pleasure",154.90962517097,147.443456831679,"Mazda CX-9","Midsize SUVs",22840.4106317075
"G","DriveLong",253.867327664651,504.632317194901,"Ford Explorer","Midsize SUVs",128109.65781949
"F","DriveShort",203.070783289662,965.429604421253,"Mazda CX-9","Midsize SUVs",196050.545980852
"H","DriveLong",262.57774681325,309.046848890092,"Ford Explorer","Midsize SUVs",81148.8252412953
"A","DriveLong",248.999739388995,23.4312835323275,"Toyota RAV4","Small SUVs",5834.3834930992
"C","DriveShort",254.125382353537,347.343869636196,"Subaru Legacy","Midsize Cars",88268.8936794554
"C","Business",349.078140537951,127.280661398498,"Subaru Legacy","Midsize Cars",44430.8966074283
"G","Pleasure",210.85111106423,263.538008759078,"Ford Explorer","Midsize SUVs",55567.2819545064
"D","DriveShort",224.505513224982,458.61630166471,"Mazda CX-9","Midsize SUVs",102961.888178579
"D","DriveLong",297.143765523031,357.139223137475,"Ford Explorer","Midsize SUVs",106121.693579039
"E","DriveShort",203.12404917987,484.647662224714,"Mazda CX-9","Midsize SUVs",98443.5955766416
"F","DriveLong",238.282292123303,715.391858284106,"Ford Explorer","Midsize SUVs",170465.211758286
"A","DriveShort",270.451168983075,39.8120303149335,"Hyundai Sonata","Midsize Cars",10767.2101382634
"C","DriveShort",243.878956946976,338.261833656055,"Subaru Legacy","Midsize Cars",82494.9431670105
"H","Business",343.730668954285,98.0988570850342,"Subaru Legacy","Midsize Cars",33719.5857694896
"C","DriveShort",252.279956170787,344.04734635615,"Subaru Legacy","Midsize Cars",86796.2494594052
"F","Business",358.521807134431,310.111353328638,"Subaru Legacy","Midsize Cars",111181.682808287
"E","DriveShort",203.748486291021,478.072237859934,"Mazda CX-9","Midsize SUVs",97406.4948017226
"C","DriveLong",303.663739084265,316.140393077326,"Ford Explorer","Midsize SUVs",96000.3738374301
"C","Business",344.992926217159,128.249561892031,"Subaru Legacy","Midsize Cars",44245.1916432003
"B","Pleasure",209.962169387942,63.7276884644874,"Mazda CX-9","Midsize SUVs",13380.4037200827
"B","Pleasure",213.953706327854,63.5625943806488,"Mazda CX-9","Midsize SUVs",13599.4526515539
"C","Pleasure",247.767232587786,142.613752910867,"Ford Explorer","Midsize SUVs",35335.0148876839
"H","Pleasure",188.177815789729,253.942172551528,"Mazda CX-9","Midsize SUVs",47786.283367645
"A","DriveLong",238.784922337816,22.6471896502771,"Toyota RAV4","Small SUVs",5407.80742181122
"C","DriveLong",298.809115801637,319.584438927658,"Ford Explorer","Midsize SUVs",95494.7436199359
"G","DriveShort",205.253528791389,864.311113751133,"Mazda CX-9","Midsize SUVs",177402.906071035
"G","Business",347.290362162231,164.561801808863,"Subaru Legacy","Midsize Cars",57150.7277482694
"F","Pleasure",211.32147010131,244.709244067431,"Ford Explorer","Midsize SUVs",51712.3172037098
"D","DriveShort",225.856636511296,454.959449025989,"Mazda CX-9","Midsize SUVs",102755.610906042
"E","Pleasure",155.393639823251,148.595697939047,"Mazda CX-9","Midsize SUVs",23090.8263648248
"D","Pleasure",223.773546397537,125.996187238663,"Mazda CX-9","Midsize SUVs",28194.6136509637
"C","Business",344.249089742031,132.070043709234,"Subaru Legacy","Midsize Cars",45464.992329094
"D","DriveShort",233.814674953334,442.649535813928,"Mazda CX-9","Midsize SUVs",103497.957334578
"F","Pleasure",209.864264471455,245.526527668,"Ford Explorer","Midsize SUVs",51527.2441372753
"C","DriveShort",245.903918921814,337.229324778309,"Subaru Legacy","Midsize Cars",82926.0125383435
"F","Pleasure",206.870304988316,243.128027893545,"Ford Explorer","Midsize SUVs",50295.9692815453
"B","Pleasure",217.694955465194,63.4026483916445,"Mazda CX-9","Midsize SUVs",13802.4367179944
"F","Business",347.707079919198,307.930879462324,"Subaru Legacy","Midsize Cars",107069.746914795
"E","DriveShort",204.026551957513,468.125956983282,"Mazda CX-9","Midsize SUVs",95510.1248851099
"C","DriveShort",246.955909682923,349.743510210072,"Subaru Legacy","Midsize Cars",86371.2267196269
"F","DriveShort",207.376330310293,988.769169412088,"Mazda CX-9","Midsize SUVs",205047.321876635
"B","Business",371.099371606046,44.6475714718457,"Hyundai Sonata","Midsize Cars",16568.685716938
"H","Business",342.292459652591,94.308113239333,"Subaru Legacy","Midsize Cars",32280.9560458864
"F","DriveLong",237.388126108769,732.380235815968,"Ford Explorer","Midsize SUVs",173858.371779451
"C","Pleasure",249.090622819473,141.186535139335,"Ford Explorer","Midsize SUVs",35168.2419715804
"B","Pleasure",212.333342463422,61.4297797239153,"Mazda CX-9","Midsize SUVs",13043.5904555707
"H","Pleasure",196.400507301092,258.280814997153,"Mazda CX-9","Midsize SUVs",50726.4830915804
"B","Business",364.410560193251,44.0914484917652,"Hyundai Sonata","Midsize Cars",16067.389444616
"G","DriveShort",207.579466369015,837.897317444987,"Mazda CX-9","Midsize SUVs",173930.27802726
"D","Business",364.332270277261,168.225722192007,"Hyundai Sonata","Midsize Cars",61290.0592852455
"A","Pleasure",252.044927761107,21.1074311971664,"Mazda CX-9","Midsize SUVs",5320.02097131235
"E","DriveShort",205.724416659337,472.562832560216,"Mazda CX-9","Midsize SUVs",97217.7130633342
"C","Business",343.464180006129,126.645831012377,"Subaru Legacy","Midsize Cars",43498.3064998607
"C","DriveShort",252.329491263055,348.692615893204,"Subaru Legacy","Midsize Cars",87985.430375516
"D","Business",372.440225748489,171.719330156466,"Hyundai Sonata","Midsize Cars",63955.1860888536
"H","Business",334.437688936119,95.181527704373,"Subaru Legacy","Midsize Cars",31832.2901548597
"H","DriveLong",256.55069206716,304.310967251658,"Ford Explorer","Midsize SUVs",78071.1892520398
"A","Pleasure",247.701468374335,20.7081386112724,"Mazda CX-9","Midsize SUVs",5129.43634131145
"D","Pleasure",231.274335510287,122.679499758664,"Mazda CX-9","Midsize SUVs",28372.6197874194
"E","DriveLong",233.161673697627,381.487243018602,"Mazda CX-9","Midsize SUVs",88948.2040765104
"E","DriveLong",234.174507044334,374.257815193024,"Mazda CX-9","Midsize SUVs",87641.6393803158
"E","DriveLong",238.218143704851,381.969668860955,"Mazda CX-9","Midsize SUVs",90992.1054676133
"G","Business",338.568578552948,164.998327006004,"Subaru Legacy","Midsize Cars",55863.2490380373
"G","DriveShort",202.597711029023,878.389946643496,"Mazda CX-9","Midsize SUVs",177959.792580878
"F","DriveShort",205.706726032477,957.067834348534,"Mazda CX-9","Midsize SUVs",196875.29079483
"A","DriveShort",278.798388059748,39.419691236224,"Hyundai Sonata","Midsize Cars",10990.1463744722
"D","Pleasure",225.914189367647,124.999940607254,"Mazda CX-9","Midsize SUVs",28239.2602532919
"C","Business",335.82912260648,131.551422560471,"Subaru Legacy","Midsize Cars",44178.7988161174
"D","Pleasure",232.555863833959,121.891695312713,"Mazda CX-9","Midsize SUVs",28346.6284976338
"C","Business",335.520386403448,129.858083633892,"Subaru Legacy","Midsize Cars",43570.0343984548
"G","DriveShort",204.617954774361,861.218195840309,"Mazda CX-9","Midsize SUVs",176220.705847309
"B","Business",360.275074106885,43.3748283846769,"Hyundai Sonata","Midsize Cars",15626.8695106629
"D","Pleasure",233.948736890084,125.633293029154,"Mazda CX-9","Midsize SUVs",29391.7502155123
"G","Pleasure",202.939072663997,269.244884029776,"Ford Explorer","Midsize SUVs",54640.3070845282
"H","Pleasure",196.654382651299,256.718357075006,"Mazda CX-9","Midsize SUVs",50484.7900258411
"E","DriveShort",204.724111220914,477.50577283625,"Mazda CX-9","Midsize SUVs",97756.9449467569
"D","DriveLong",290.674437037086,369.402548629628,"Ford Explorer","Midsize SUVs",107375.877862982
"A","DriveLong",242.482235922162,23.2869505009148,"Toyota RAV4","Small SUVs",5646.67182527054
"F","DriveLong",237.853677064501,731.150103904982,"Ford Explorer","Midsize SUVs",173906.740699892
"B","Business",354.723843859048,44.8649134942796,"Hyundai Sonata","Midsize Cars",15914.6545690946
"B","Pleasure",218.416556849949,64.2616826706449,"Mazda CX-9","Midsize SUVs",14035.8154663063
"C","Business",339.847166315265,131.299357306736,"Subaru Legacy","Midsize Cars",44621.7145197097
"F","Pleasure",209.412745625997,239.026154927735,"Ford Explorer","Midsize SUVs",50055.1233798418
"G","Pleasure",210.203212056621,270.422193901381,"Ford Explorer","Midsize SUVs",56843.6137694685
"F","Business",348.20048113101,302.982944139093,"Subaru Legacy","Midsize Cars",105498.806923722
"A","Business",813.553500161797,4.9103978156927,"Rivian R1T","Large Pickups",3994.87133014364
"F","DriveShort",199.344731720989,949.205149325542,"Mazda CX-9","Midsize SUVs",189219.045840481
"B","DriveLong",304.271304070008,89.9620612108149,"Ford Explorer","Midsize SUVs",27372.8736814406
"B","Business",369.824330164246,44.6075431402773,"Hyundai Sonata","Midsize Cars",16496.9547621258
"G","DriveLong",255.570979438251,508.824382604007,"Ford Explorer","Midsize SUVs",130040.745824169
"C","DriveShort",254.715984855615,349.67637568647,"Subaru Legacy","Midsize Cars",89068.1624137212
"H","Business",345.360523537641,94.0894729893654,"Subaru Legacy","Midsize Cars",32494.789650988
"A","DriveLong",240.210097229788,22.7337069481378,"Toyota RAV4","Small SUVs",5460.8659564057
"C","DriveLong",301.201468290968,316.270505500585,"Ford Explorer","Midsize SUVs",95261.1406339029
"F","DriveShort",203.246244782321,960.513623667415,"Mazda CX-9","Midsize SUVs",195220.787072662
"C","Pleasure",256.56816330082,141.922569297254,"Ford Explorer","Midsize SUVs",36412.8129355299
"A","DriveLong",239.121395783362,22.4853136275429,"Toyota RAV4","Small SUVs",5376.71957924471
"E","DriveShort",198.056910273658,489.923647368618,"Mazda CX-9","Midsize SUVs",97032.7638678298
"G","Business",341.032907040641,164.312629427738,"Subaru Legacy","Midsize Cars",56036.0136772329
"B","DriveShort",301.355100423982,172.552463135007,"Hyundai Sonata","Midsize Cars",51999.5648564555
"E","Pleasure",152.693312212419,154.231882235641,"Mazda CX-9","Midsize SUVs",23550.1769473158
"D","DriveLong",291.8007212211,359.499673971115,"Ford Explorer","Midsize SUVs",104902.264143522
"H","DriveLong",259.727540616026,304.895320689026,"Ford Explorer","Midsize SUVs",79189.7117878952
"H","DriveLong",264.856719212133,317.502054082509,"Ford Explorer","Midsize SUVs",84092.5523874067
"D","Business",376.611652339303,165.070355854451,"Hyundai Sonata","Midsize Cars",62167.4194705816
"A","DriveShort",281.115661687289,39.1328598270193,"Hyundai Sonata","Midsize Cars",11000.8597839884
"C","DriveLong",291.658316004864,323.942107278435,"Ford Explorer","Midsize SUVs",94480.4094918953
"E","Pleasure",150.043781367439,149.425694550504,"Mazda CX-9","Midsize SUVs",22420.3962438135
"D","Business",370.531423642033,172.475129397202,"Hyundai Sonata","Midsize Cars",63907.455238389
"H","Pleasure",187.671719098091,255.820461095544,"Mazda CX-9","Midsize SUVs",48010.265714267
"A","DriveLong",250.2243246173,23.1666217040271,"Toyota RAV4","Small SUVs",5796.85226955466
"B","DriveLong",295.041610896212,92.2128620218951,"Ford Explorer","Midsize SUVs",27206.6313562901
"D","DriveLong",290.499198404624,362.727500452683,"Ford Explorer","Midsize SUVs",105372.048120817
"A","DriveShort",274.58652936438,39.5943986061029,"Hyundai Sonata","Midsize Cars",10872.0884955196
"D","Business",362.06376647369,167.032964755036,"Hyundai Sonata","Midsize Cars",60476.5843444754
"A","DriveShort",271.055250360258,39.3062590388581,"Hyundai Sonata","Midsize Cars",10654.1678845029
"C","Business",342.639733355455,129.85597611526,"Subaru Legacy","Midsize Cars",44493.8170307451
"A","DriveShort",272.938370703486,39.349014731124,"Hyundai Sonata","Midsize Cars",10739.8559695004
"G","DriveLong",258.744372537175,499.60471725706,"Ford Explorer","Midsize SUVs",129269.909083291
"G","Business",336.160738056631,160.574171887734,"Subaru Legacy","Midsize Cars",53978.7321346129
"F","Business",350.123950890462,311.288176937215,"Subaru Legacy","Midsize Cars",108989.446374747
"C","Pleasure",256.594698804616,139.523269090336,"Ford Explorer","Midsize SUVs",35800.9312084701
"D","DriveShort",224.510102787428,444.115706449747,"Mazda CX-9","Midsize SUVs",99708.4629045437
"G","Pleasure",204.406686491577,269.878825030057,"Ford Explorer","Midsize SUVs",55165.0363786339
